bx,by,bz,rx,ry,rz,heading
-0.009664578,-0.051072527,1.1516426,-1.8520725,0.15290324,0.6057404,-0.11857366561889648
-0.1069778,-0.0550715,1.1335324,-1.8520136,0.14784384,0.6067047,-0.11918892711400986
-0.20334062,-0.059031405,1.1116922,-1.8520321,0.1440615,0.60770875,-0.1177005022764206
-0.29876342,-0.06295268,1.0861583,-1.8522547,0.14088276,0.60881436,-0.11286768317222595
-0.39325488,-0.06683569,1.056967,-1.852614,0.13801917,0.610122,-0.1056610643863678
-0.48682258,-0.07068073,1.0241542,-1.8530399,0.13549435,0.61152923,-0.09878894686698914
-0.5794726,-0.07448806,0.98775667,-1.8534704,0.13337578,0.61289346,-0.09395509213209152
-0.67120993,-0.07825789,0.9478112,-1.8539572,0.13163772,0.6140686,-0.0911959633231163
-0.76203835,-0.08199036,0.90435505,-1.854652,0.130205,0.6149207,-0.09013868868350983
-0.8519609,-0.085685626,0.857426,-1.8555272,0.12909144,0.61546177,-0.092594213783741
-0.9409797,-0.08934374,0.8070625,-1.8560709,0.12795673,0.616753,-0.10048337280750275
-1.0076886,-0.09208408,0.84002197,-1.8561268,0.12696485,0.619477,-0.10695115476846695
-1.0703148,-0.09465629,0.8823693,-1.8554881,0.12651515,0.62346244,-0.11198173463344574
-1.1324807,-0.097209595,0.9204942,-1.8540746,0.12642096,0.62822026,-0.11479204893112183
-1.1942055,-0.09974477,0.9544369,-1.8521687,0.12632903,0.6332984,-0.11601781100034714
-1.2555065,-0.10226254,0.9842347,-1.849999,0.12611371,0.6384717,-0.11515229940414429
-1.3164002,-0.104763575,1.0099219,-1.8475708,0.12589125,0.64368904,-0.11224785447120667
-1.3769009,-0.10724848,1.0315305,-1.8450565,0.125832,0.64874035,-0.10806889086961746
-1.4370216,-0.10971778,1.0490904,-1.8428112,0.1260599,0.6533336,-0.1051284596323967
-1.4967735,-0.11217193,1.0626297,-1.8411461,0.12659563,0.65734464,-0.10526856780052185
-1.5561664,-0.114611335,1.0721741,-1.8403026,0.12745307,0.660855,-0.1084454208612442
-1.6152081,-0.11703633,1.0777482,-1.8405131,0.12868565,0.66401047,-0.11374181509017944
-1.5773442,-0.11064171,1.0099114,-1.8420286,0.13045463,0.6668263,-0.12012863904237747
-1.5161554,-0.102156624,0.92193896,-1.8448966,0.13295187,0.6691249,-0.12522698938846588
-1.4556208,-0.09376227,0.8310025,-1.8485787,0.13604993,0.6707498,-0.1253308653831482
-1.3957461,-0.0854594,0.7371522,-1.8522357,0.13936156,0.6716631,-0.12161218374967575
-1.3780543,-0.078067005,0.6366474,-1.8553829,0.14258751,0.6717109,-0.1181802973151207
-1.3677075,-0.07089168,0.5326146,-1.8579866,0.14527915,0.6706721,-0.1168588399887085
-1.3574686,-0.063791394,0.4257647,-1.8602287,0.14714555,0.668497,-0.1177200973033905
-1.3473397,-0.05676731,0.31615657,-1.8622835,0.14813459,0.6653609,-0.12068561464548111
-1.3373222,-0.04982046,0.2038493,-1.8641818,0.14825056,0.6616992,-0.12410146743059158
-1.3274177,-0.042951792,0.08890216,-1.8659413,0.14760002,0.6584203,-0.014287593774497509
1.233747,0.08667353,1.0595448,-2.001002,0.3773005,0.76165485,-0.015148747712373734
1.1188617,0.076528005,1.0848386,-2.001212,0.37546763,0.75925577,-0.012614822015166283
1.0053027,0.06649961,1.1059369,-2.0010412,0.37352547,0.755386,-0.011531451717019081
0.89303184,0.05658498,1.1228918,-2.0001392,0.3712307,0.7518508,-0.016993924975395203
0.7820139,0.04678099,1.135753,-1.9987565,0.36839437,0.7483914,-0.02811911515891552
0.67221624,0.037084766,1.1445682,-1.9972357,0.36464834,0.74460906,-0.03522651642560959
0.5636088,0.027493652,1.149383,-1.9957771,0.35948032,0.74079245,-0.0373813770711422
0.45616427,0.018005235,1.1502409,-1.9944117,0.35273194,0.73735666,-0.040918003767728806
0.3498576,0.008617298,1.1471844,-1.9931344,0.3444862,0.73436207,-0.04749436303973198
0.24466598,-0.0006721704,1.1402545,-1.9919636,0.3349285,0.73161054,-0.05479132756590843
0.1405688,-0.009864989,1.1294911,-1.9908035,0.3243423,0.7287996,-0.061058159917593
0.037547518,-0.018962793,1.1149331,-1.9894582,0.31303898,0.72572887,-0.0652279332280159
-0.06441448,-0.027967054,1.096619,-1.98771,0.3012877,0.7223834,-0.0672573372721672
-0.16533199,-0.036879074,1.0745864,-1.9853951,0.2892458,0.71880054,-0.06795075535774231
-0.26521808,-0.045700017,1.0488734,-1.9824463,0.27692524,0.71496975,-0.06849270313978195
-0.3640842,-0.05443088,1.0195171,-1.9788766,0.2642287,0.7108448,-0.06975255906581879
-0.46194038,-0.063072555,0.9865544,-1.9747695,0.2510495,0.70632726,-0.07202881574630737
-0.5587952,-0.0716258,0.9500233,-1.9702967,0.23742019,0.7012309,-0.07678888738155365
-0.65465605,-0.08009127,0.90996116,-1.9651376,0.22332585,0.6971277,-0.08468874543905258
-0.74952906,-0.08846951,0.86640614,-1.9584087,0.20962119,0.6944274,-0.08275174349546432
-0.84341955,-0.09676099,0.81939673,-1.9511429,0.19770767,0.69183266,-0.08292272686958313
-0.92088276,-0.103600875,0.831164,-1.9440033,0.1874406,0.68920624,-0.08659032732248306
-0.98947173,-0.10965642,0.872014,-1.9371128,0.17844284,0.68671453,-0.09063797444105148
-1.0575265,-0.11566479,0.90863526,-1.9301727,0.17043053,0.6845085,-0.0943179577589035
-1.1250669,-0.12162777,0.94106925,-1.922848,0.16335614,0.6825773,-0.09834486246109009
-1.1921126,-0.12754706,0.9693544,-1.9150761,0.15730223,0.68082374,-0.10387880355119705
-1.2586806,-0.13342415,0.9935264,-1.9070047,0.15218215,0.6791332,-0.11166131496429443
-1.3247862,-0.13926046,1.0136187,-1.8988167,0.14781158,0.6773782,-0.12212119251489639
-1.3904434,-0.1450572,1.0296627,-1.8906969,0.14404315,0.6755131,-0.13651210069656372
-1.4556644,-0.1508154,1.0416877,-1.8829376,0.14075512,0.67357546,-0.1551799178123474
-1.5204593,-0.15653601,1.0497216,-1.8758953,0.13788112,0.6715843,-0.17458803951740265
-1.584837,-0.16221976,1.053791,-1.8698746,0.1354351,0.669479,-0.19212305545806885
-1.5888704,-0.15798514,1.0002556,-1.8648385,0.13289146,0.66873705,-0.2088271826505661
-1.5285157,-0.14293912,0.88390034,-1.8618803,0.13007772,0.6696373,-0.203120619058609
-1.4689502,-0.12808982,0.7651658,-1.8613235,0.12792343,0.6707807,-0.1931399255990982
-1.4101735,-0.11343717,0.6441034,-1.8626161,0.12611735,0.6712939,-0.19021625816822052
-1.3521851,-0.09898101,0.5207643,-1.8646139,0.124313325,0.6713749,-0.19161586463451385
-1.2949837,-0.084721066,0.39519945,-1.8664227,0.12251724,0.67110485,-0.19361796975135803
-1.2385682,-0.070657,0.26745972,-1.8679484,0.12059904,0.6699418,-0.19447951018810272
-1.1829364,-0.056788333,0.13759553,-1.869431,0.11807968,0.6673601,-0.1940050721168518
-1.1292802,-0.04398457,0.020500166,-1.870827,0.11437712,0.663606,-0.19163240492343903
1.236515,-0.04899842,1.0602933,-1.8715034,0.10939838,0.6605239,-0.18382373452186584
1.1243377,-0.059441693,1.0863339,-1.8716643,0.10447861,0.65741307,-0.16832152009010315
1.0134289,-0.0697669,1.1081759,-1.8719654,0.10017194,0.6535681,-0.15139836072921753
0.903752,-0.07997742,1.1258708,-1.8726012,0.096762836,0.6490517,-0.13847295939922333
0.7952731,-0.09007642,1.1394675,-1.8731582,0.09430538,0.64421237,-0.12975037097930908
0.6879612,-0.10006677,1.1490129,-1.8732378,0.09244037,0.6394787,-0.12301117181777954
0.5817876,-0.109951146,1.1545519,-1.8721561,0.090295486,0.6358052,-0.12200366705656052
0.47672623,-0.11973197,1.1561271,-1.8698575,0.0872133,0.63340455,-0.12879760563373566
0.3727535,-0.12941146,1.1537801,-1.8673097,0.08291581,0.63146913,-0.14350835978984833
0.26984784,-0.13899161,1.1475517,-1.865098,0.0770497,0.6294701,-0.1600659191608429
0.16798979,-0.14847422,1.1374805,-1.8632569,0.06934494,0.627565,-0.17421963810920715
0.06716201,-0.15786093,1.1236049,-1.8615824,0.0603208,0.62608814,-0.18505418300628662
-0.032650977,-0.16715315,1.1059626,-1.8596954,0.050335366,0.6252141,-0.19234603643417358
-0.13146289,-0.17635216,1.0845909,-1.8572748,0.039581303,0.62478536,-0.1972387284040451
-0.2292857,-0.18545912,1.0595272,-1.8539805,0.027974742,0.6251856,-0.20084425806999207
-0.3261299,-0.19447494,1.0308077,-1.8491743,0.016320266,0.6279471,-0.1996806114912033
-0.4220045,-0.2034005,0.99846965,-1.8431718,0.005934812,0.6318304,-0.19834716618061066
-0.5169171,-0.2122365,0.9625497,-1.8368505,-0.0027044793,0.6350938,-0.19920718669891357
-0.61087406,-0.22098356,0.9230852,-1.8306686,-0.009808458,0.63736695,-0.199397012591362
-0.7038809,-0.22964215,0.8801138,-1.8245295,-0.015982162,0.639048,-0.1982092708349228
-0.7959416,-0.23821263,0.83367354,-1.8184614,-0.021558264,0.6402295,-0.19412775337696075
-0.87862164,-0.24590944,0.81774324,-1.8125713,-0.026514787,0.64087856,-0.18914563953876495
-0.9451353,-0.25209993,0.86018646,-1.8070912,-0.03071462,0.641677,-0.18725666403770447
-1.0111369,-0.25824276,0.8983924,-1.8018769,-0.03397481,0.64303964,-0.18833887577056885
-1.0766472,-0.26433986,0.93240273,-1.7966448,-0.03630138,0.6445832,-0.19383008778095245
-1.1416843,-0.2703929,0.9622563,-1.7911389,-0.03786191,0.64595115,-0.2028989940881729
-1.206266,-0.27640352,0.987989,-1.7852074,-0.038896464,0.64696556,-0.2130143940448761
-1.2704077,-0.28237322,1.0096344,-1.7789359,-0.039661914,0.64734364,-0.2202003002166748
-1.3341235,-0.28830323,1.0272236,-1.7724526,-0.04032318,0.64733785,-0.2304595708847046
-1.3974253,-0.29419473,1.0407857,-1.766489,-0.041045997,0.6482375,-0.23091770708560944
-1.4603236,-0.3000487,1.0503488,-1.7620325,-0.041180994,0.65005994,-0.22142663598060608
-1.5228274,-0.30586594,1.0559388,-1.759891,-0.040432423,0.6519698,-0.21205365657806396
-1.5164714,-0.3094613,0.9981192,-1.7602454,-0.038888738,0.65326536,-0.2050924301147461
-1.4635574,-0.3115555,0.8959514,-1.762641,-0.036734622,0.6536854,-0.20442987978458405
-1.4112489,-0.3136257,0.7910491,-1.7662848,-0.034219544,0.6531093,-0.20575198531150818
-1.4143277,-0.31516427,0.69711804,-1.7702512,-0.031847496,0.651858,-0.20319727063179016
-1.4615387,-0.31627813,0.6112308,-1.7738241,-0.02996345,0.65040094,-0.1952989250421524
-1.508288,-0.31738105,0.5222771,-1.7768385,-0.028662592,0.64869136,-0.18541812896728516
-1.5545684,-0.31847295,0.43030912,-1.7793981,-0.02796692,0.64677685,-0.17849761247634888
-1.6003741,-0.31955364,0.33537954,-1.7814598,-0.027731588,0.6452213,-0.1780805140733719
-1.6456983,-0.320623,0.23754196,-1.7826729,-0.027610125,0.64396507,-0.17933772504329681
-1.6905357,-0.32168087,0.13685046,-1.7832515,-0.026956003,0.64214593,-0.18015451729297638
-1.7348809,-0.32272714,0.033359706,-1.7837398,-0.025396537,0.63986987,-0.18489474058151245
1.2284528,-0.07232364,1.0617019,-1.7843535,-0.022627631,0.6373807,-0.19567066431045532
1.1083974,-0.07469787,1.0891123,-1.7850758,-0.018306123,0.6347356,-0.20570826530456543
0.9897873,-0.0770435,1.1122895,-1.7861587,-0.012677099,0.6317534,-0.21220259368419647
0.87257934,-0.07936141,1.13129,-1.7879411,-0.006589459,0.62807965,-0.21777208149433136
0.7567335,-0.08165238,1.1461658,-1.7906511,-0.0008184753,0.62324595,-0.2241530567407608
0.6422128,-0.083917156,1.1569676,-1.7942051,0.004053876,0.6183474,-0.23322677612304688
0.52898324,-0.08615639,1.1637435,-1.798937,0.0075786966,0.6140488,-0.2494431734085083
0.41701323,-0.08837072,1.1665395,-1.8044134,0.009794586,0.6101244,-0.27040910720825195
0.30627388,-0.09056071,1.1654004,-1.8101958,0.010862481,0.60681236,-0.29136571288108826
0.19673882,-0.09272689,1.1603687,-1.8162014,0.010951292,0.60413635,-0.3096781373023987
0.08838394,-0.094869725,1.1514863,-1.8224436,0.01050216,0.60187066,-0.3229496479034424
-0.0188126,-0.096989654,1.1387936,-1.8289937,0.009896573,0.5996388,-0.3311019539833069
-0.1248706,-0.09908707,1.1223307,-1.8360994,0.009200227,0.5971528,-0.3347429633140564
-0.22980784,-0.10116232,1.1021363,-1.843299,0.008591467,0.59534216,-0.3292514681816101
-0.3336403,-0.103215724,1.0782491,-1.8498327,0.0086479345,0.59414685,-0.3189840614795685
-0.43638223,-0.10524757,1.0507076,-1.8553947,0.009736701,0.5928843,-0.30962470173835754
-0.5380462,-0.10725809,1.0195491,-1.8601218,0.011674586,0.5918148,-0.29997560381889343
-0.63864326,-0.10924751,0.98481244,-1.8641412,0.014191429,0.5913731,-0.28650468587875366
-0.7381832,-0.11121603,0.9465354,-1.8675231,0.017162625,0.5915031,-0.2711688280105591
-0.8366744,-0.113163814,0.90475637,-1.8703128,0.0206181,0.5917462,-0.25865641236305237
-0.93412405,-0.11509099,0.8595137,-1.8725468,0.024704143,0.5917304,-0.24936094880104065
-1.0305386,-0.11699769,0.81084657,-1.8742951,0.029543854,0.591333,-0.24210888147354126
-1.1073998,-0.118517004,0.83449155,-1.8751557,0.03498709,0.59095895,-0.2421802431344986
-1.1777972,-0.11990808,0.87598497,-1.8748446,0.040483166,0.5923191,-0.24311253428459167
-1.2476344,-0.12128808,0.91323817,-1.8738598,0.045857936,0.59559345,-0.23712801933288574
-1.3169329,-0.12265743,0.94629353,-1.872916,0.051158533,0.59935397,-0.22846388816833496
-1.3857126,-0.12401654,0.97519046,-1.872587,0.056323558,0.60278785,-0.22250600159168243
-1.4539914,-0.12536575,0.99996567,-1.8731896,0.061513178,0.6061646,-0.22328445315361023
-1.5217857,-0.1267054,1.0206536,-1.8746485,0.06714354,0.609968,-0.22924800217151642
-1.562451,-0.12606025,1.0122066,-1.8765401,0.0733894,0.6142222,-0.2396765500307083
-1.4945015,-0.11743752,0.89748204,-1.8785919,0.07963062,0.6181878,-0.25329211354255676
-1.4274511,-0.10892892,0.7803753,-1.8806813,0.085038126,0.62106264,-0.2688283920288086
-1.3612987,-0.10053424,0.6609365,-1.8826349,0.08937907,0.6228491,-0.2841343581676483
-1.2960421,-0.09225325,0.5392154,-1.8843917,0.092687726,0.6240276,-0.2998800277709961
-1.2316792,-0.084085695,0.4152619,-1.886017,0.09498587,0.6249448,-0.3155875504016876
-1.1682076,-0.07603123,0.28912538,-1.8875316,0.09655067,0.625543,-0.3289574980735779
-1.1056244,-0.06808949,0.16085513,-1.8890387,0.09757817,0.62556916,-0.33813023567199707
-1.0439262,-0.060260076,0.030500107,-1.8907046,0.098100804,0.62484163,-0.343893438577652
1.2246274,-0.07677553,1.0602478,-1.8926953,0.09808202,0.62336767,-0.3478163182735443
1.100835,-0.07456344,1.0862125,-1.8950049,0.09739,0.62123764,-0.35051479935646057
0.9785731,-0.072378725,1.107954,-1.8975755,0.0959154,0.61836106,-0.3523661494255066
0.85779613,-0.07022054,1.1255287,-1.9001975,0.09382955,0.6148202,-0.35283130407333374
0.7384618,-0.06808814,1.1389905,-1.9022105,0.09128047,0.6120226,-0.3504079580307007
0.620531,-0.065980814,1.1483909,-1.9038626,0.08835206,0.61039096,-0.34590911865234375
0.50396746,-0.06389792,1.1537786,-1.9056697,0.08545075,0.60961497,-0.3413766324520111
0.38873765,-0.061838865,1.1552007,-1.9077672,0.08290092,0.6093767,-0.3375227153301239
0.27481073,-0.059803087,1.1527029,-1.9100965,0.08091211,0.6093234,-0.33414745330810547
0.16215847,-0.057790082,1.1463287,-1.9124893,0.079859994,0.60898143,-0.3333509862422943
0.050754998,-0.05579939,1.1361207,-1.9146979,0.07988151,0.60807896,-0.3365156054496765
-0.059423283,-0.05383059,1.1221203,-1.9165645,0.08075868,0.60666823,-0.3416232764720917
-0.16839783,-0.051883303,1.1043682,-1.9180804,0.082257085,0.6048548,-0.3466359078884125
-0.27618808,-0.049957182,1.082904,-1.9192587,0.08421765,0.6027399,-0.35026806592941284
-0.3828115,-0.04805191,1.0577675,-1.920031,0.08635828,0.6008241,-0.35276323556900024
-0.4882839,-0.046167206,1.0289974,-1.920386,0.08869008,0.5994168,-0.3539242148399353
-0.59261936,-0.04430282,0.9966324,-1.9202712,0.091265574,0.59874123,-0.3544957935810089
-0.69583035,-0.042458527,0.96071136,-1.9196545,0.09399594,0.5989559,-0.355071485042572
-0.79792804,-0.040634114,0.9212729,-1.9186609,0.096796766,0.6000433,-0.3560184836387634
-0.8989222,-0.038829427,0.87835586,-1.9174656,0.09969699,0.601826,-0.3573172986507416
-0.99882144,-0.037044305,0.83199924,-1.9161422,0.10278603,0.604074,-0.35872459411621094
-1.0890574,-0.035431556,0.81682515,-1.9145874,0.10603481,0.6065991,-0.3601447641849518
-1.1631111,-0.03410716,0.8591351,-1.9124237,0.109353095,0.6094421,-0.36056724190711975
-1.2365496,-0.032793764,0.897184,-1.909319,0.11263051,0.61278045,-0.35942456126213074
-1.3093961,-0.031490948,0.9310163,-1.9054868,0.11580834,0.616563,-0.3572538197040558
-1.3816718,-0.030198347,0.96067333,-1.901754,0.11910999,0.62035996,-0.35580435395240784
-1.4533961,-0.028915606,0.9861935,-1.8989217,0.12257908,0.62388515,-0.3568688929080963
-1.524587,-0.027642412,1.0076128,-1.8973191,0.12642361,0.62723315,-0.3604259788990021
-1.5952601,-0.026378479,1.024965,-1.8966631,0.13080978,0.63075876,-0.3668915927410126
-1.5790833,-0.016864654,0.9481147,-1.8965435,0.13567577,0.63447565,-0.37426096200942993
-1.5223244,-0.0034442684,0.8243626,-1.8966969,0.14082578,0.6376933,-0.3821393549442291
-1.4663347,0.009794261,0.69838744,-1.8969003,0.14569049,0.6395902,-0.3920978307723999
-1.4111128,0.02285123,0.5702404,-1.8970265,0.14969994,0.6400793,-0.40438899397850037
-1.356657,0.03572703,0.439972,-1.8971245,0.15245385,0.639793,-0.41580042243003845
-1.3029652,0.04842214,0.30763274,-1.8972111,0.15406416,0.6390757,-0.42397192120552063
-1.2500355,0.060937114,0.17327248,-1.8973305,0.15477473,0.6378465,-0.4284164607524872
-1.197865,0.07327261,0.03694062,-1.8976291,0.15471543,0.6360671,-0.4298051595687866
1.2386179,0.08493125,1.0593153,-1.8982979,0.15394689,0.6338351,-0.42867979407310486
1.1284901,0.08201214,1.0843966,-1.8994019,0.15241022,0.63129085,-0.42552652955055237
1.0195794,0.07912531,1.1052959,-1.900741,0.15024379,0.62841505,-0.4220398962497711
0.911851,0.07626981,1.1220634,-1.9018775,0.14815973,0.6250541,-0.41987669467926025
0.8052734,0.07344482,1.1347467,-1.9024771,0.1472361,0.6209847,-0.4173280596733093
0.69981724,0.07064955,1.1433909,-1.9020555,0.14792506,0.6166764,-0.41019365191459656
0.5954557,0.06788329,1.1480399,-1.9002851,0.15037398,0.6132344,-0.40136459469795227
0.49216464,0.0651454,1.1487353,-1.8972987,0.1544711,0.61008906,-0.4006500542163849
0.3899218,0.062435288,1.1455175,-1.8933659,0.1594714,0.60774034,-0.40708133578300476
